[2024-11-05 16:07:39] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-05 16:07:39] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-11-05 16:07:39] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-05 16:07:40] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-05 16:07:40] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-05 16:07:40] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-05 16:07:42] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859\
[2024-11-05 16:07:42] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/blog/
[2024-11-05 16:07:42] [class-yoast-integration.php:86] Adding sitemap URL to queue: http://localhost/blog/sitemap.xml
[2024-11-05 16:07:42] [class-yoast-integration.php:86] Adding sitemap URL to queue: http://localhost/blog/sitemap_index.xml
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e465f9d-EWwVyo.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/lightbox.2c9ae19597fcd2a76c3a.bundle.js
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:04] [class-ss-page.php:119] Checking Content Identical:58bb1b497b1a0ecd5f357a191c3c52cd7fb96c9b===. Value: FALSE
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/media-hints.js
[2024-11-05 16:08:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 617
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e46e252-VN51yA.tmp
[2024-11-05 16:08:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/media-hints.js?simply_static_page=4102
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/media-hints.js?simply_static_page=4102
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:103] Filesize: 12454 bytes
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/media-hints.js
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e46e252-VN51yA.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/media-hints.js
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:04] [class-ss-page.php:119] Checking Content Identical:069eee12a7a2bf6394ecb60882a07d087206d63a===. Value: FALSE
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/media-hints.min.js
[2024-11-05 16:08:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 617
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e475491-K9v9vt.tmp
[2024-11-05 16:08:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/media-hints.min.js?simply_static_page=4103
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/media-hints.min.js?simply_static_page=4103
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:103] Filesize: 6217 bytes
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/media-hints.min.js
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e475491-K9v9vt.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/media-hints.min.js
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:04] [class-ss-page.php:119] Checking Content Identical:f60196d5c642513e80a576bb73a2917512ab3015===. Value: FALSE
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-accordion.82e5c4e9017e457a5f2e.bundle.js
[2024-11-05 16:08:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 617
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e47c753-EMRFxe.tmp
[2024-11-05 16:08:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-accordion.82e5c4e9017e457a5f2e.bundle.js?simply_static_page=4104
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-accordion.82e5c4e9017e457a5f2e.bundle.js?simply_static_page=4104
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:103] Filesize: 18666 bytes
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-accordion.82e5c4e9017e457a5f2e.bundle.js
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e47c753-EMRFxe.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/nested-accordion.82e5c4e9017e457a5f2e.bundle.js
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:04] [class-ss-page.php:119] Checking Content Identical:bfa51ff80838f9002e2e8dc75181233a3149f5b0===. Value: FALSE
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-accordion.c3b109b714293a16bd95.bundle.min.js
[2024-11-05 16:08:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 617
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e483dc6-S2NOP8.tmp
[2024-11-05 16:08:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-accordion.c3b109b714293a16bd95.bundle.min.js?simply_static_page=4105
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-accordion.c3b109b714293a16bd95.bundle.min.js?simply_static_page=4105
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:103] Filesize: 10023 bytes
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-accordion.c3b109b714293a16bd95.bundle.min.js
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e483dc6-S2NOP8.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/nested-accordion.c3b109b714293a16bd95.bundle.min.js
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:04] [class-ss-page.php:119] Checking Content Identical:c2aaf623a757b84ad094846f0fb8767167893c65===. Value: FALSE
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-accordion.js
[2024-11-05 16:08:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 617
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e48b603-JRxu8v.tmp
[2024-11-05 16:08:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-accordion.js?simply_static_page=4106
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-accordion.js?simply_static_page=4106
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:103] Filesize: 26959 bytes
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-accordion.js
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e48b603-JRxu8v.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/nested-accordion.js
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:04] [class-ss-page.php:119] Checking Content Identical:abd59aec98cec375536c940c8a1ff99c04c101b0===. Value: FALSE
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-accordion.min.js
[2024-11-05 16:08:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 617
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e492fe4-Cui5zX.tmp
[2024-11-05 16:08:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-accordion.min.js?simply_static_page=4107
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-accordion.min.js?simply_static_page=4107
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:103] Filesize: 12555 bytes
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-accordion.min.js
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e492fe4-Cui5zX.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/nested-accordion.min.js
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:04] [class-ss-page.php:119] Checking Content Identical:45694442ea8990e09f25a4799db7115b427befa3===. Value: FALSE
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt
[2024-11-05 16:08:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 617
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e49a09f-e2xVqj.tmp
[2024-11-05 16:08:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt?simply_static_page=4108
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt?simply_static_page=4108
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e49a09f-e2xVqj.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:04] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-elements.js
[2024-11-05 16:08:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 617
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e4a14a3-8kSXiz.tmp
[2024-11-05 16:08:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-elements.js?simply_static_page=4109
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-elements.js?simply_static_page=4109
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:103] Filesize: 20935 bytes
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-elements.js
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e4a14a3-8kSXiz.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/nested-elements.js
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:04] [class-ss-page.php:119] Checking Content Identical:2d2293e210cc7ba04b60a5c9763c70b5aa07ba80===. Value: FALSE
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-elements.min.js
[2024-11-05 16:08:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 617
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e4aa307-oy1CS1.tmp
[2024-11-05 16:08:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-elements.min.js?simply_static_page=4110
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-elements.min.js?simply_static_page=4110
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:103] Filesize: 6401 bytes
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-elements.min.js
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e4aa307-oy1CS1.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/nested-elements.min.js
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:04] [class-ss-page.php:119] Checking Content Identical:079bfe24658ac30aa21d9741083b179407d20c1d===. Value: FALSE
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-tabs.js
[2024-11-05 16:08:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 617
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e4b289d-ZzfLlj.tmp
[2024-11-05 16:08:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-tabs.js?simply_static_page=4111
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-tabs.js?simply_static_page=4111
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:103] Filesize: 26919 bytes
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-tabs.js
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e4b289d-ZzfLlj.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/nested-tabs.js
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:04] [class-ss-page.php:119] Checking Content Identical:dc5512a811118481f129bc5642ef31dd1733442f===. Value: FALSE
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-tabs.min.js
[2024-11-05 16:08:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 617
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e4ba686-5kcXfa.tmp
[2024-11-05 16:08:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-tabs.min.js?simply_static_page=4112
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-tabs.min.js?simply_static_page=4112
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:103] Filesize: 12552 bytes
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-tabs.min.js
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e4ba686-5kcXfa.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/nested-tabs.min.js
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:04] [class-ss-page.php:119] Checking Content Identical:c0bea6a5d1c7235d39d917d374c82c066e56c696===. Value: FALSE
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt
[2024-11-05 16:08:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 617
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e4c4feb-bPPtTx.tmp
[2024-11-05 16:08:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt?simply_static_page=4113
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt?simply_static_page=4113
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e4c4feb-bPPtTx.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:04] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js
[2024-11-05 16:08:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 617
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e4cce16-mawUbh.tmp
[2024-11-05 16:08:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js?simply_static_page=4114
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js?simply_static_page=4114
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:103] Filesize: 4310 bytes
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e4cce16-mawUbh.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:04] [class-ss-page.php:119] Checking Content Identical:863945ae60dd0a13af70e79ccbcab35ee37a0309===. Value: FALSE
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js
[2024-11-05 16:08:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 617
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e4d4b43-JngiZx.tmp
[2024-11-05 16:08:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js?simply_static_page=4115
